,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,DATA_TYPE_AGGR,VALUATION,ADJUSTMENT,EDITION,Frequency,Territory,Aggregate,Valuation,Adjustment,Edition
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,1995,1995-01-01,2804386.7,2804386.7,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,1996,1996-01-01,2840251.0,2840251.0,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,1997,1997-01-01,2941946.6,2941946.6,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,1998,1998-01-01,3021548.6,3021548.6,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,1999,1999-01-01,3115046.3,3115046.3,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2000,2000-01-01,3271851.3,3271851.3,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2001,2001-01-01,3351357.4,3351357.4,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2002,2002-01-01,3375862.9,3375862.9,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2003,2003-01-01,3390030.7,3390030.7,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2004,2004-01-01,3438534.2,3438534.2,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2005,2005-01-01,3481101.9,3481101.9,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2006,2006-01-01,3563441.8,3563441.8,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2007,2007-01-01,3651859.0,3651859.0,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2008,2008-01-01,3586526.5,3586526.5,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2009,2009-01-01,3295511.1,3295511.1,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2010,2010-01-01,3392005.3,3392005.3,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2011,2011-01-01,3395593.7,3395593.7,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2012,2012-01-01,3245633.1,3245633.1,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
18,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2013,2013-01-01,3175546.4,3175546.4,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
19,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2014,2014-01-01,3176611.1,3176611.1,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
20,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2015,2015-01-01,3228146.3,3228146.3,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
21,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2016,2016-01-01,3260318.6,3260318.6,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
22,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2017,2017-01-01,3353545.8,3353545.8,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
23,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2018,2018-01-01,3395738.2,3395738.2,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
24,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2019,2019-01-01,3408472.1,3408472.1,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
25,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2020,2020-01-01,3143279.3,3143279.3,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
26,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2021,2021-01-01,3493182.7,3493182.7,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
27,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2022,2022-01-01,3684994.4,3684994.4,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
28,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.L_2020.N.2024M9,annual – Italy – output – chain linked - reference year 2020 – raw data – Sep-2024,2023,2023-01-01,3743645.4,3743645.4,A,IT,P1_C_W2_S1,L_2020,N,2024M9,annual,Italy,output,chain linked - reference year 2020,raw data,Sep-2024
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,1995,1995-01-01,1858374.4,1858374.4,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,1996,1996-01-01,1944227.7,1944227.7,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,1997,1997-01-01,2049822.9,2049822.9,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,1998,1998-01-01,2139984.4,2139984.4,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,1999,1999-01-01,2232927.0,2232927.0,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2000,2000-01-01,2422097.7,2422097.7,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2001,2001-01-01,2549028.7,2549028.7,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2002,2002-01-01,2625343.3,2625343.3,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2003,2003-01-01,2703390.5,2703390.5,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2004,2004-01-01,2819948.6,2819948.6,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2005,2005-01-01,2931928.5,2931928.5,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2006,2006-01-01,3085946.7,3085946.7,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2007,2007-01-01,3244429.3,3244429.3,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2008,2008-01-01,3301594.3,3301594.3,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2009,2009-01-01,3015552.9,3015552.9,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2010,2010-01-01,3155119.4,3155119.4,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2011,2011-01-01,3255592.0,3255592.0,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2012,2012-01-01,3170631.6,3170631.6,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
18,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2013,2013-01-01,3115726.7,3115726.7,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
19,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2014,2014-01-01,3121624.0,3121624.0,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
20,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2015,2015-01-01,3154746.0,3154746.0,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
21,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2016,2016-01-01,3169127.2,3169127.2,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
22,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2017,2017-01-01,3290293.7,3290293.7,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
23,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2018,2018-01-01,3373399.2,3373399.2,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
24,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2019,2019-01-01,3409334.4,3409334.4,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
25,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2020,2020-01-01,3143279.3,3143279.3,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
26,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2021,2021-01-01,3604862.5,3604862.5,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
27,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2022,2022-01-01,4121621.9,4121621.9,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
28,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.V.N.2024M9,annual – Italy – output – current prices – raw data – Sep-2024,2023,2023-01-01,4241087.9,4241087.9,A,IT,P1_C_W2_S1,V,N,2024M9,annual,Italy,output,current prices,raw data,Sep-2024
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,1996,1996-01-01,1882140.4,1882140.4,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,1997,1997-01-01,2013841.2,2013841.2,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,1998,1998-01-01,2105286.1,2105286.1,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,1999,1999-01-01,2206203.3,2206203.3,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2000,2000-01-01,2345328.0,2345328.0,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2001,2001-01-01,2480954.8,2480954.8,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2002,2002-01-01,2567667.5,2567667.5,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2003,2003-01-01,2636361.3,2636361.3,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2004,2004-01-01,2742069.7,2742069.7,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2005,2005-01-01,2854858.5,2854858.5,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2006,2006-01-01,3001278.6,3001278.6,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2007,2007-01-01,3162516.1,3162516.1,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2008,2008-01-01,3186385.8,3186385.8,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2009,2009-01-01,3033698.6,3033698.6,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2010,2010-01-01,3103849.8,3103849.8,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2011,2011-01-01,3158457.3,3158457.3,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2012,2012-01-01,3111814.3,3111814.3,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2013,2013-01-01,3102164.4,3102164.4,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
18,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2014,2014-01-01,3116771.3,3116771.3,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
19,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2015,2015-01-01,3172267.2,3172267.2,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
20,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2016,2016-01-01,3186186.7,3186186.7,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
21,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P1_C_W2_S1.Y.N.2024M9,annual – Italy – output – in previous year prices – raw data – Sep-2024,2017,2017-01-01,3259746.9,3259746.9,A,IT,P1_C_W2_S1,Y,N,2024M9,annual,Italy,output,in previous year prices,raw data,Sep-2024
