,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency,REF_AREA
2778,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),18.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - Annual,2018,2018-01-01,77650.0,77650.0,A,Annual,IDN
2779,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),18.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2780,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2008,2008-01-01,10012.0,10012.0,A,Annual,IDN
2781,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2009,2009-01-01,24700.0,24700.0,A,Annual,IDN
2782,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2010,2010-01-01,29795.0,29795.0,A,Annual,IDN
2783,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2011,2011-01-01,29900.0,29900.0,A,Annual,IDN
2784,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2012,2012-01-01,22820.0,22820.0,A,Annual,IDN
2785,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2013,2013-01-01,34050.0,34050.0,A,Annual,IDN
2786,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2014,2014-01-01,39950.0,39950.0,A,Annual,IDN
2787,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2015,2015-01-01,65384.0,65384.0,A,Annual,IDN
2788,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2016,2016-01-01,41040.0,41040.0,A,Annual,IDN
2789,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2017,2017-01-01,104857.29,104857.29,A,Annual,IDN
2790,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2018,2018-01-01,77650.0,77650.0,A,Annual,IDN
2791,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),19.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2792,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2008,2008-01-01,510983.0,510983.0,A,Annual,IDN
2793,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2009,2009-01-01,545515.0,545515.0,A,Annual,IDN
2794,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2010,2010-01-01,585703.0,585703.0,A,Annual,IDN
2795,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2011,2011-01-01,654718.0,654718.0,A,Annual,IDN
2796,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2012,2012-01-01,734411.0,734411.0,A,Annual,IDN
2797,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2013,2013-01-01,874028.0,874028.0,A,Annual,IDN
2798,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2014,2014-01-01,1061698.13,1061698.13,A,Annual,IDN
2799,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2015,2015-01-01,1262052.0,1262052.0,A,Annual,IDN
2800,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2016,2016-01-01,1490450.5,1490450.5,A,Annual,IDN
2801,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2017,2017-01-01,1665826.03,1665826.03,A,Annual,IDN
2802,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2018,2018-01-01,1910567.26,1910567.26,A,Annual,IDN
2803,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),2.A,GOVERNMENT DEBT SECURITIES - Government Bonds - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2804,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2008,2008-01-01,1443.0,1443.0,A,Annual,IDN
2805,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2009,2009-01-01,5264.0,5264.0,A,Annual,IDN
2806,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2010,2010-01-01,3047.0,3047.0,A,Annual,IDN
2807,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2011,2011-01-01,3120.0,3120.0,A,Annual,IDN
2808,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2012,2012-01-01,1659.0,1659.0,A,Annual,IDN
2809,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2013,2013-01-01,5367.0,5367.0,A,Annual,IDN
2810,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2014,2014-01-01,12411.31,12411.31,A,Annual,IDN
2811,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2015,2015-01-01,4600.0,4600.0,A,Annual,IDN
2812,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2016,2016-01-01,5754.91,5754.91,A,Annual,IDN
2813,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2017,2017-01-01,18298.84,18298.84,A,Annual,IDN
2814,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2018,2018-01-01,13022.46,13022.46,A,Annual,IDN
2815,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),20.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Government Banks - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2816,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2008,2008-01-01,1951.0,1951.0,A,Annual,IDN
2817,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2009,2009-01-01,5501.0,5501.0,A,Annual,IDN
2818,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2010,2010-01-01,4964.0,4964.0,A,Annual,IDN
2819,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2011,2011-01-01,2349.0,2349.0,A,Annual,IDN
2820,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2012,2012-01-01,2994.0,2994.0,A,Annual,IDN
2821,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2013,2013-01-01,8656.0,8656.0,A,Annual,IDN
2822,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2014,2014-01-01,8520.05,8520.05,A,Annual,IDN
2823,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2015,2015-01-01,9139.0,9139.0,A,Annual,IDN
2824,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2016,2016-01-01,13278.2,13278.2,A,Annual,IDN
2825,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2017,2017-01-01,27414.58,27414.58,A,Annual,IDN
2826,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2018,2018-01-01,11736.31,11736.31,A,Annual,IDN
2827,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),21.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Private National Banks - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2828,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2008,2008-01-01,0.0,0.0,A,Annual,IDN
2829,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2009,2009-01-01,756.0,756.0,A,Annual,IDN
2830,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2010,2010-01-01,589.0,589.0,A,Annual,IDN
2831,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2011,2011-01-01,126.0,126.0,A,Annual,IDN
2832,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2012,2012-01-01,449.0,449.0,A,Annual,IDN
2833,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2013,2013-01-01,653.0,653.0,A,Annual,IDN
2834,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2014,2014-01-01,1218.83,1218.83,A,Annual,IDN
2835,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2015,2015-01-01,292.0,292.0,A,Annual,IDN
2836,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2016,2016-01-01,567.95,567.95,A,Annual,IDN
2837,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2017,2017-01-01,540.68,540.68,A,Annual,IDN
2838,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2018,2018-01-01,325.29,325.29,A,Annual,IDN
2839,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),22.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Joint Banks - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2840,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2008,2008-01-01,611.0,611.0,A,Annual,IDN
2841,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2009,2009-01-01,2074.0,2074.0,A,Annual,IDN
2842,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2010,2010-01-01,501.0,501.0,A,Annual,IDN
2843,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2011,2011-01-01,852.0,852.0,A,Annual,IDN
2844,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2012,2012-01-01,504.0,504.0,A,Annual,IDN
2845,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2013,2013-01-01,5534.0,5534.0,A,Annual,IDN
2846,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2014,2014-01-01,2545.57,2545.57,A,Annual,IDN
2847,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2015,2015-01-01,5951.0,5951.0,A,Annual,IDN
2848,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2016,2016-01-01,12326.87,12326.87,A,Annual,IDN
2849,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2017,2017-01-01,11921.4,11921.4,A,Annual,IDN
2850,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2018,2018-01-01,10282.53,10282.53,A,Annual,IDN
2851,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),23.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Foreign Banks - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2852,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2008,2008-01-01,25.0,25.0,A,Annual,IDN
2853,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2009,2009-01-01,505.0,505.0,A,Annual,IDN
2854,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2010,2010-01-01,719.0,719.0,A,Annual,IDN
2855,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2011,2011-01-01,115.0,115.0,A,Annual,IDN
2856,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2012,2012-01-01,1379.0,1379.0,A,Annual,IDN
2857,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2013,2013-01-01,120.0,120.0,A,Annual,IDN
2858,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2014,2014-01-01,514.91,514.91,A,Annual,IDN
2859,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2015,2015-01-01,1489.0,1489.0,A,Annual,IDN
2860,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2016,2016-01-01,1355.96,1355.96,A,Annual,IDN
2861,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2017,2017-01-01,2680.0,2680.0,A,Annual,IDN
2862,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2018,2018-01-01,1806.09,1806.09,A,Annual,IDN
2863,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),24.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Regional Development Bank - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2864,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2008,2008-01-01,2896.0,2896.0,A,Annual,IDN
2865,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2009,2009-01-01,5875.0,5875.0,A,Annual,IDN
2866,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2010,2010-01-01,611.0,611.0,A,Annual,IDN
2867,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
2868,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2012,2012-01-01,800.0,800.0,A,Annual,IDN
2869,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2013,2013-01-01,1350.0,1350.0,A,Annual,IDN
2870,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2014,2014-01-01,1179.3,1179.3,A,Annual,IDN
2871,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2015,2015-01-01,7354.0,7354.0,A,Annual,IDN
2872,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2016,2016-01-01,1648.15,1648.15,A,Annual,IDN
2873,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2017,2017-01-01,9736.29,9736.29,A,Annual,IDN
2874,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2018,2018-01-01,32892.99,32892.99,A,Annual,IDN
2875,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),25.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Central Bank - Annual,2019,2019-01-01,NA,,A,Annual,IDN
2876,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2008,2008-01-01,3087.0,3087.0,A,Annual,IDN
2877,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2009,2009-01-01,4725.0,4725.0,A,Annual,IDN
2878,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2010,2010-01-01,19364.0,19364.0,A,Annual,IDN
2879,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2011,2011-01-01,23338.0,23338.0,A,Annual,IDN
2880,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2012,2012-01-01,15034.0,15034.0,A,Annual,IDN
2881,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2013,2013-01-01,12370.0,12370.0,A,Annual,IDN
2882,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2014,2014-01-01,13560.04,13560.04,A,Annual,IDN
2883,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2015,2015-01-01,36560.0,36560.0,A,Annual,IDN
2884,annual,BI,TABEL4_4,IV.4 OUTSTANDING OF GOVERNMENT SECURITIES (Billions of Rp),26.A,GOVERNMENT DEBT SECURITIES - Treasury Bills - By Ownership - Customers - Annual,2016,2016-01-01,6107.96,6107.96,A,Annual,IDN
